Id,District.Name,Neighborhood.Name,Longitude,Latitude,Month,Day.Span,Hour.Span,Weekday,Weekday.Weekend,Mild.injuries,Serious.injuries,Victims,Vehicles.involved,District.Name_imp,Neighborhood.Name_imp
2017S008429    ,Sants-Montjuïc,la Marina del Prat Vermell,2.12562442,41.34004482,October,11-15,06-09h,Friday,Weekday,2,0,2,2,TRUE,TRUE
2017S007316    ,Sants-Montjuïc,la Marina del Prat Vermell,2.12045245,41.33942606,September,1-5,12-15h,Friday,Weekday,2,0,2,2,TRUE,TRUE
2017S010210    ,Sants-Montjuïc,la Marina del Prat Vermell,2.1673561,41.3608855,December,6-10,21-00h,Friday,Weekday,5,0,5,2,TRUE,TRUE
2017S006364    ,Sants-Montjuïc,la Marina del Prat Vermell,2.12452894,41.33766786,July,21-25,00-03h,Friday,Weekday,1,0,1,2,TRUE,TRUE
2017S004615    ,Sant Martí,el Camp de l'Arpa del Clot,2.185272,41.416365,May,21-25,12-15h,Thursday,Weekday,1,0,1,3,FALSE,FALSE
2017S007775    ,Sant Martí,el Camp de l'Arpa del Clot,2.183245,41.416336,September,16-20,12-15h,Wednesday,Weekday,1,0,1,2,FALSE,FALSE
2017S004484    ,Sant Martí,el Camp de l'Arpa del Clot,2.183245,41.416336,May,16-20,21-00h,Saturday,Weekend,1,0,1,2,FALSE,FALSE
2017S010680    ,Sant Martí,el Camp de l'Arpa del Clot,2.183561,41.416372,December,26-31,18-21h,Tuesday,Weekday,2,0,2,1,FALSE,FALSE
2017S005152    ,Sant Martí,el Camp de l'Arpa del Clot,2.184059,41.416763,June,11-15,15-18h,Monday,Weekday,1,0,1,1,FALSE,FALSE
2017S003932    ,Sant Martí,el Camp de l'Arpa del Clot,2.181225,41.413958,May,1-5,18-21h,Wednesday,Weekday,1,0,1,1,FALSE,FALSE
2017S010348    ,Sant Martí,el Camp de l'Arpa del Clot,2.18229,41.415772,December,11-15,18-21h,Thursday,Weekday,1,0,1,2,FALSE,FALSE
2017S000245    ,Sant Martí,el Camp de l'Arpa del Clot,2.180453,41.41579,January,11-15,06-09h,Wednesday,Weekday,1,0,1,2,FALSE,FALSE
2017S005695    ,Sant Martí,el Camp de l'Arpa del Clot,2.18114,41.416295,June,26-31,12-15h,Friday,Weekday,1,0,1,2,FALSE,FALSE
2017S007384    ,Sant Martí,el Camp de l'Arpa del Clot,2.176324,41.412546,September,1-5,15-18h,Monday,Weekday,0,1,1,2,FALSE,FALSE
2017S008080    ,Sant Martí,el Camp de l'Arpa del Clot,2.176324,41.412546,September,26-31,18-21h,Saturday,Weekend,1,0,1,2,FALSE,FALSE
2017S003439    ,Sant Martí,el Camp de l'Arpa del Clot,2.178314,41.410784,April,16-20,12-15h,Monday,Weekday,1,0,1,2,FALSE,FALSE
2017S002410    ,Sant Martí,el Camp de l'Arpa del Clot,2.177719,41.410323,March,21-25,12-15h,Saturday,Weekend,4,0,4,2,FALSE,FALSE
2017S009296    ,Sant Martí,el Camp de l'Arpa del Clot,2.17674,41.411445,November,6-10,21-00h,Thursday,Weekday,1,0,1,1,FALSE,FALSE
2017S010102    ,Sant Martí,el Camp de l'Arpa del Clot,2.1801,41.410287,December,1-5,00-03h,Monday,Weekday,2,0,2,2,FALSE,FALSE
2017S002158    ,Sant Martí,el Camp de l'Arpa del Clot,2.184855,41.408993,March,16-20,15-18h,Friday,Weekday,1,0,1,2,FALSE,FALSE
2017S007606    ,Sant Martí,el Camp de l'Arpa del Clot,2.154877,41.38621,September,11-15,12-15h,Thursday,Weekday,1,0,1,2,FALSE,FALSE
2017S007805    ,Sant Martí,el Camp de l'Arpa del Clot,2.183407,41.407785,September,16-20,18-21h,Wednesday,Weekday,0,1,1,2,FALSE,FALSE
2017S008987    ,Sant Martí,el Camp de l'Arpa del Clot,2.184033,41.408102,October,26-31,18-21h,Monday,Weekday,1,0,1,2,FALSE,FALSE
2017S002244    ,Sant Martí,el Camp de l'Arpa del Clot,2.185732,41.407803,March,16-20,18-21h,Monday,Weekday,1,0,1,2,FALSE,FALSE
2017S001012    ,Sant Martí,el Camp de l'Arpa del Clot,2.181775,41.408393,February,6-10,09-12h,Tuesday,Weekday,1,0,1,1,FALSE,FALSE
2017S009722    ,Sant Martí,el Camp de l'Arpa del Clot,2.181955,41.408529,November,21-25,18-21h,Wednesday,Weekday,1,0,1,2,FALSE,FALSE
2017S001895    ,Sant Martí,el Camp de l'Arpa del Clot,2.181123,41.407749,March,6-10,12-15h,Wednesday,Weekday,1,0,1,2,FALSE,FALSE
2017S008277    ,Sant Martí,el Camp de l'Arpa del Clot,2.181123,41.407749,October,6-10,06-09h,Saturday,Weekend,2,0,2,4,FALSE,FALSE
2017S004380    ,Sant Martí,el Camp de l'Arpa del Clot,2.183407,41.407785,May,16-20,12-15h,Wednesday,Weekday,0,0,0,2,FALSE,FALSE
2017S001233    ,Sant Martí,el Camp de l'Arpa del Clot,2.1857510000000002,41.409684,February,11-15,15-18h,Tuesday,Weekday,1,0,1,1,FALSE,FALSE
2017S007303    ,Sant Martí,el Camp de l'Arpa del Clot,2.185811,41.40973,August,26-31,21-00h,Thursday,Weekday,0,1,1,1,FALSE,FALSE
2017S007003    ,Sant Martí,el Camp de l'Arpa del Clot,2.185732,41.407803,August,11-15,18-21h,Tuesday,Weekday,1,0,1,2,FALSE,FALSE
2017S000893    ,Sant Martí,el Camp de l'Arpa del Clot,2.18647,41.408498,February,1-5,09-12h,Thursday,Weekday,1,0,1,2,FALSE,FALSE
2017S001163    ,Sant Martí,el Camp de l'Arpa del Clot,2.186855,41.408523,February,11-15,15-18h,Saturday,Weekend,1,0,1,2,FALSE,FALSE
2017S007277    ,Sant Martí,el Camp de l'Arpa del Clot,2.183965,41.407337,August,26-31,06-09h,Thursday,Weekday,2,0,2,3,FALSE,FALSE
2017S002245    ,Sant Martí,el Clot,2.186855,41.408523,March,16-20,18-21h,Monday,Weekday,1,0,1,1,FALSE,FALSE
2017S009302    ,Sant Martí,el Clot,2.187185,41.408131,November,6-10,09-12h,Friday,Weekday,1,0,1,1,FALSE,FALSE
2017S002101    ,Sant Martí,el Clot,2.18452,41.406912,March,11-15,21-00h,Wednesday,Weekday,1,0,1,1,FALSE,FALSE
2017S005169    ,Sant Martí,el Clot,2.185863,41.402617,June,11-15,09-12h,Tuesday,Weekday,1,0,1,2,FALSE,FALSE
2017S006669    ,Sant Martí,el Clot,2.188084,41.404624,August,1-5,18-21h,Tuesday,Weekday,1,0,1,2,FALSE,FALSE
2017S005643    ,Sant Martí,el Clot,2.188682,41.403765,June,26-31,18-21h,Wednesday,Weekday,1,0,1,2,FALSE,FALSE
2017S000296    ,Sant Martí,el Clot,2.186854,41.405403,January,11-15,12-15h,Thursday,Weekday,1,0,1,2,FALSE,FALSE
2017S000609    ,Sant Martí,el Clot,2.185564,41.407541,January,21-25,15-18h,Monday,Weekday,1,0,1,2,FALSE,FALSE
2017S005444    ,Sant Martí,Sant Martí de Provençals,2.196643,41.411561,June,21-25,18-21h,Wednesday,Weekday,1,0,1,1,FALSE,FALSE
2017S007332    ,Sant Martí,Sant Martí de Provençals,2.197063,41.411044,September,1-5,18-21h,Friday,Weekday,0,0,0,1,FALSE,FALSE
2017S000726    ,Sant Martí,Sant Martí de Provençals,2.193542,41.413696,January,26-31,15-18h,Friday,Weekday,2,0,2,2,FALSE,FALSE
2017S001891    ,Sant Martí,Sant Martí de Provençals,2.194216,41.414467,March,6-10,09-12h,Wednesday,Weekday,1,0,1,2,FALSE,FALSE
2017S000532    ,Sant Martí,el Clot,2.186061,41.405891,January,16-20,09-12h,Friday,Weekday,1,0,1,2,FALSE,FALSE
2017S006453    ,Sant Martí,el Clot,2.185657,41.406065,July,21-25,15-18h,Monday,Weekday,1,0,1,2,FALSE,FALSE
2017S004345    ,Sant Martí,el Camp de l'Arpa del Clot,2.186425,41.409910000000004,May,16-20,12-15h,Tuesday,Weekday,1,0,1,2,FALSE,FALSE
2017S000869    ,Sant Martí,el Camp de l'Arpa del Clot,2.186557,41.409004,February,1-5,18-21h,Wednesday,Weekday,1,0,1,2,FALSE,FALSE
2017S001562    ,Sant Martí,el Camp de l'Arpa del Clot,2.18656,41.410613,February,21-25,06-09h,Saturday,Weekend,1,0,1,2,FALSE,FALSE
2017S009772    ,Sant Martí,el Camp de l'Arpa del Clot,2.186877,41.410354,November,21-25,06-09h,Friday,Weekday,2,0,2,3,FALSE,FALSE
2017S007600    ,Sant Martí,el Clot,2.191279,41.411973,September,11-15,21-00h,Wednesday,Weekday,1,0,1,5,FALSE,FALSE
2017S000137    ,Sant Martí,el Clot,2.1884,41.410069,January,6-10,21-00h,Friday,Weekday,1,0,1,2,FALSE,FALSE
2017S008267    ,Sant Martí,el Clot,2.192552,41.407639,October,6-10,18-21h,Friday,Weekday,1,0,1,2,FALSE,FALSE
2017S007951    ,Sant Martí,el Clot,2.193547,41.411987,September,26-31,12-15h,Tuesday,Weekday,1,0,1,1,FALSE,FALSE
2017S006854    ,Sant Martí,el Clot,2.191279,41.411973,August,6-10,21-00h,Tuesday,Weekday,1,0,1,2,FALSE,FALSE
2017S006079    ,Sant Martí,el Clot,2.187637,41.410827,July,11-15,15-18h,Wednesday,Weekday,1,0,1,1,FALSE,FALSE
2017S004641    ,Sant Martí,el Clot,2.193547,41.411987,May,26-31,06-09h,Friday,Weekday,1,0,1,3,FALSE,FALSE
2017S003623    ,Sant Martí,el Clot,2.186892,41.413523,April,21-25,09-12h,Sunday,Weekend,1,0,1,2,FALSE,FALSE
2017S008103    ,Sant Martí,el Clot,2.187887,41.414538,October,1-5,21-00h,Sunday,Weekend,2,0,2,2,FALSE,FALSE
2017S003940    ,Sant Martí,el Clot,2.19303,41.410796,May,1-5,09-12h,Thursday,Weekday,1,0,1,3,FALSE,FALSE
2017S006732    ,Sant Martí,la Verneda i la Pau,2.211398,41.421881,August,1-5,09-12h,Wednesday,Weekday,1,0,1,2,FALSE,FALSE
2017S003914    ,Sant Martí,el Besòs i el Maresme,2.221726,41.410514,May,1-5,09-12h,Wednesday,Weekday,4,0,4,2,FALSE,FALSE
2017S001257    ,Sant Martí,la Verneda i la Pau,2.204909,41.422204,February,11-15,00-03h,Wednesday,Weekday,1,0,1,2,FALSE,FALSE
2017S010414    ,Sant Martí,el Besòs i el Maresme,2.22051,41.412138,December,16-20,18-21h,Saturday,Weekend,1,0,1,2,FALSE,FALSE
2017S003078    ,Sant Martí,el Besòs i el Maresme,2.216609,41.413737,April,1-5,18-21h,Monday,Weekday,0,0,0,1,FALSE,FALSE
2017S010707    ,Sant Martí,Sant Martí de Provençals,2.200363,41.418811,December,26-31,15-18h,Wednesday,Weekday,2,0,2,2,FALSE,FALSE
2017S009012    ,Sant Martí,Sant Martí de Provençals,2.202633,41.418803,October,26-31,18-21h,Tuesday,Weekday,1,0,1,2,FALSE,FALSE
2017S005997    ,Sant Martí,la Verneda i la Pau,2.201852,41.419652,July,6-10,15-18h,Monday,Weekday,2,0,2,1,FALSE,FALSE
2017S005176    ,Sant Martí,la Verneda i la Pau,2.201282,41.426638,June,11-15,12-15h,Tuesday,Weekday,1,0,1,3,FALSE,FALSE
2017S000123    ,Sant Martí,la Verneda i la Pau,2.20173,41.42748,January,1-5,15-18h,Thursday,Weekday,2,0,2,2,FALSE,FALSE
2017S005072    ,Sant Martí,la Verneda i la Pau,2.200553,41.426416,June,6-10,15-18h,Friday,Weekday,1,0,1,2,FALSE,FALSE
2017S007144    ,Sant Martí,la Verneda i la Pau,2.2024,41.420066,August,21-25,18-21h,Wednesday,Weekday,1,0,1,1,FALSE,FALSE
2017S000944    ,Sant Martí,Sant Martí de Provençals,2.204322,41.417325,February,1-5,18-21h,Friday,Weekday,1,0,1,1,FALSE,FALSE
2017S000612    ,Sant Martí,la Verneda i la Pau,2.198959,41.423403,January,21-25,18-21h,Monday,Weekday,1,0,1,3,FALSE,FALSE
2017S002424    ,Sant Martí,la Verneda i la Pau,2.198539,41.42411,March,26-31,06-09h,Sunday,Weekend,1,0,1,1,FALSE,FALSE
2017S008874    ,Sant Martí,Provençals del Poblenou,2.203962,41.407568,October,26-31,21-00h,Thursday,Weekday,1,0,1,2,FALSE,FALSE
2017S003235    ,Sant Martí,el Besòs i el Maresme,2.21694,41.412697,April,6-10,18-21h,Friday,Weekday,0,0,0,2,FALSE,FALSE
2017S006914    ,Sant Martí,el Besòs i el Maresme,2.216424,41.413489,August,11-15,15-18h,Friday,Weekday,1,0,1,2,FALSE,FALSE
2017S001120    ,Sant Martí,Provençals del Poblenou,2.20713,41.414859,February,6-10,09-12h,Friday,Weekday,2,0,2,2,FALSE,FALSE
2017S004843    ,Sant Martí,el Besòs i el Maresme,2.216113,41.411226,June,1-5,06-09h,Friday,Weekday,1,0,1,1,FALSE,FALSE
2017S002075    ,Sant Martí,Provençals del Poblenou,2.20736,41.410118,March,11-15,06-09h,Wednesday,Weekday,2,0,2,1,FALSE,FALSE
2017S008856    ,Sant Martí,Provençals del Poblenou,2.203962,41.407568,October,26-31,06-09h,Thursday,Weekday,1,0,1,1,FALSE,FALSE
2017S004209    ,Sant Martí,el Besòs i el Maresme,2.209648,41.416875,May,11-15,00-03h,Friday,Weekday,2,0,2,2,FALSE,FALSE
2017S008566    ,Sant Martí,el Poblenou,2.199459,41.397299,October,16-20,09-12h,Wednesday,Weekday,3,0,3,2,FALSE,FALSE
2017S002006    ,Sant Martí,el Poblenou,2.208706,41.39742,March,11-15,03-06h,Sunday,Weekend,1,0,1,1,FALSE,FALSE
2017S004941    ,Sant Martí,el Poblenou,2.19633,41.396815,June,6-10,09-12h,Tuesday,Weekday,1,0,1,2,FALSE,FALSE
2017S002347    ,Sant Martí,el Poblenou,2.198332,41.398139,March,21-25,18-21h,Thursday,Weekday,1,0,1,2,FALSE,FALSE
2017S010097    ,Sant Martí,el Poblenou,2.200803,41.394523,December,1-5,12-15h,Sunday,Weekend,1,0,1,2,FALSE,FALSE
2017S000122    ,Sant Martí,el Poblenou,2.208398,41.419569,January,1-5,18-21h,Thursday,Weekday,0,0,0,1,FALSE,FALSE
2017S003738    ,Sant Martí,Provençals del Poblenou,2.201856,41.407389,April,26-31,09-12h,Thursday,Weekday,1,0,1,2,FALSE,FALSE
2017S007503    ,Sant Martí,Provençals del Poblenou,2.198342,41.410089,September,6-10,15-18h,Saturday,Weekend,2,0,2,2,FALSE,FALSE
2017S001061    ,Sant Martí,Provençals del Poblenou,2.205805,41.417384,February,6-10,15-18h,Wednesday,Weekday,0,0,0,3,FALSE,FALSE
2017S007904    ,Sant Martí,Provençals del Poblenou,2.19819,41.411891,September,21-25,09-12h,Sunday,Weekend,1,0,1,4,FALSE,FALSE
2017S010082    ,Sant Martí,Provençals del Poblenou,2.197063,41.411044,December,1-5,12-15h,Saturday,Weekend,0,0,0,1,FALSE,FALSE
2017S004702    ,Sant Martí,Provençals del Poblenou,2.19735,41.411031,May,26-31,06-09h,Sunday,Weekend,2,0,2,2,FALSE,FALSE
2017S008946    ,Sant Martí,Provençals del Poblenou,2.201731,41.409239,October,26-31,15-18h,Sunday,Weekend,1,0,1,1,FALSE,FALSE
2017S006672    ,Sant Martí,Provençals del Poblenou,2.193034,41.407835,August,1-5,21-00h,Tuesday,Weekday,1,0,1,2,FALSE,FALSE
2017S005878    ,Sant Martí,Provençals del Poblenou,2.201634,41.414447,July,1-5,15-18h,Wednesday,Weekday,0,0,0,2,FALSE,FALSE
2017S009684    ,Sant Martí,Provençals del Poblenou,2.206224,41.416095,November,21-25,21-00h,Tuesday,Weekday,1,0,1,2,FALSE,FALSE
2017S001113    ,Sant Martí,Provençals del Poblenou,2.194859,41.409289,February,6-10,09-12h,Friday,Weekday,1,0,1,1,FALSE,FALSE
2017S003816    ,Sant Martí,Provençals del Poblenou,2.202894,41.413519,April,26-31,12-15h,Saturday,Weekend,1,0,1,2,FALSE,FALSE
2017S005995    ,Sant Martí,Provençals del Poblenou,2.205048,41.414983,July,6-10,12-15h,Monday,Weekday,1,0,1,1,FALSE,FALSE
2017S000591    ,Sant Martí,Provençals del Poblenou,2.201634,41.414447,January,21-25,18-21h,Sunday,Weekend,1,0,1,1,FALSE,FALSE
2017S001862    ,Sant Martí,Provençals del Poblenou,2.203038,41.40997,March,6-10,09-12h,Tuesday,Weekday,1,0,1,2,FALSE,FALSE
2017S003392    ,Sant Martí,Provençals del Poblenou,2.20736,41.410118,April,11-15,09-12h,Friday,Weekday,1,0,1,2,FALSE,FALSE
2017S007682    ,Sant Martí,Provençals del Poblenou,2.198352,41.40669,September,16-20,21-00h,Saturday,Weekend,1,0,1,2,FALSE,FALSE
2017S004402    ,Sant Martí,Provençals del Poblenou,2.193796,41.406675,May,16-20,09-12h,Thursday,Weekday,1,0,1,2,FALSE,FALSE
2017S001437    ,Sant Martí,Diagonal Mar i el Front Marítim del Poblenou,2.208511,41.40754,February,21-25,06-09h,Tuesday,Weekday,1,0,1,1,FALSE,FALSE
2017S009997    ,Sant Martí,Diagonal Mar i el Front Marítim del Poblenou,2.20452,41.407344,November,26-31,18-21h,Thursday,Weekday,2,0,2,2,FALSE,FALSE
2017S004372    ,Sant Martí,Diagonal Mar i el Front Marítim del Poblenou,2.210245,41.404509,May,16-20,09-12h,Wednesday,Weekday,1,0,1,1,FALSE,FALSE
2017S004224    ,Sant Martí,Diagonal Mar i el Front Marítim del Poblenou,2.209333,41.403729,May,11-15,12-15h,Friday,Weekday,0,0,0,2,FALSE,FALSE
2017S003904    ,Sant Martí,Diagonal Mar i el Front Marítim del Poblenou,2.209629,41.40958,May,1-5,06-09h,Wednesday,Weekday,1,0,1,1,FALSE,FALSE
2017S005550    ,Sant Martí,el Poblenou,2.205233,41.401617,June,21-25,18-21h,Sunday,Weekend,3,0,3,4,FALSE,FALSE
2017S003533    ,Sant Martí,el Poblenou,2.196057,41.404944,April,16-20,15-18h,Thursday,Weekday,1,0,1,1,FALSE,FALSE
2017S007185    ,Sant Martí,el Poblenou,2.202391,41.406085,August,26-31,09-12h,Saturday,Weekend,0,0,0,1,FALSE,FALSE
2017S003838    ,Sant Martí,el Poblenou,2.200855,41.401938,April,26-31,09-12h,Sunday,Weekend,2,0,2,3,FALSE,FALSE
2017S008465    ,Sant Martí,el Poblenou,2.204611,41.393827,October,11-15,18-21h,Saturday,Weekend,2,0,2,2,FALSE,FALSE
2017S003629    ,Sant Martí,el Poblenou,2.2018,41.392004,April,21-25,15-18h,Sunday,Weekend,5,0,5,5,FALSE,FALSE
2017S004526    ,Sant Martí,el Poblenou,2.205981,41.395376,May,21-25,09-12h,Monday,Weekday,1,0,1,2,FALSE,FALSE
2017S002436    ,Sant Martí,el Poblenou,2.203103,41.393092,March,26-31,06-09h,Monday,Weekday,1,0,1,2,FALSE,FALSE
2017S003016    ,Sant Martí,el Parc i la Llacuna del Poblenou,2.186869,41.393129,April,1-5,18-21h,Saturday,Weekend,1,0,1,2,FALSE,FALSE
2017S003290    ,Sant Martí,el Parc i la Llacuna del Poblenou,2.190224,41.392273,April,6-10,15-18h,Monday,Weekday,2,0,2,2,FALSE,FALSE
2017S004342    ,Sant Martí,el Parc i la Llacuna del Poblenou,2.185805,41.393971,May,16-20,12-15h,Tuesday,Weekday,1,0,1,2,FALSE,FALSE
2017S006013    ,Sant Martí,el Parc i la Llacuna del Poblenou,2.187949,41.393957,July,11-15,09-12h,Tuesday,Weekday,1,0,1,1,FALSE,FALSE
2017S000456    ,Sant Martí,el Parc i la Llacuna del Poblenou,2.189735,41.396734,January,16-20,12-15h,Tuesday,Weekday,1,0,1,2,FALSE,FALSE
2017S007632    ,Sant Martí,el Parc i la Llacuna del Poblenou,2.186951,41.399893,September,11-15,09-12h,Friday,Weekday,1,0,1,2,FALSE,FALSE
2017S005194    ,Sant Martí,el Parc i la Llacuna del Poblenou,2.192547,41.393928,June,11-15,21-00h,Tuesday,Weekday,1,0,1,2,FALSE,FALSE
2017S009929    ,Sant Martí,el Parc i la Llacuna del Poblenou,2.186869,41.393129,November,26-31,18-21h,Tuesday,Weekday,1,0,1,2,FALSE,FALSE
2017S010245    ,Sant Martí,el Parc i la Llacuna del Poblenou,2.188033,41.402572,December,11-15,09-12h,Monday,Weekday,1,0,1,2,FALSE,FALSE
2017S005770    ,Sant Martí,Diagonal Mar i el Front Marítim del Poblenou,2.20964,41.400669,July,1-5,15-18h,Monday,Weekday,1,0,1,2,FALSE,FALSE
2017S007662    ,Sant Martí,Diagonal Mar i el Front Marítim del Poblenou,2.213772,41.403526,September,11-15,21-00h,Friday,Weekday,0,0,0,1,FALSE,FALSE
2017S010115    ,Sant Martí,el Parc i la Llacuna del Poblenou,2.190367,41.404181,December,1-5,12-15h,Monday,Weekday,1,0,1,2,FALSE,FALSE
2017S008757    ,Sant Martí,Diagonal Mar i el Front Marítim del Poblenou,2.21088,41.400104,October,21-25,15-18h,Sunday,Weekend,1,0,1,2,FALSE,FALSE
2017S008323    ,Sant Martí,Diagonal Mar i el Front Marítim del Poblenou,2.215322,41.404969,July,11-15,12-15h,Saturday,Weekend,2,0,2,2,FALSE,FALSE
2017S007902    ,Sant Martí,Diagonal Mar i el Front Marítim del Poblenou,2.218669,41.407651,September,21-25,03-06h,Sunday,Weekend,1,0,1,1,FALSE,FALSE
2017S010551    ,Sant Martí,Diagonal Mar i el Front Marítim del Poblenou,2.222171,41.411355,December,21-25,00-03h,Thursday,Weekday,2,0,2,1,FALSE,FALSE
2017S005323    ,Sant Martí,Diagonal Mar i el Front Marítim del Poblenou,2.218332,41.406911,June,16-20,21-00h,Saturday,Weekend,2,0,2,2,FALSE,FALSE
2017S006639    ,Sant Martí,el Parc i la Llacuna del Poblenou,2.194493,41.399488,July,26-31,06-09h,Monday,Weekday,1,0,1,2,FALSE,FALSE
2017S006839    ,Sant Martí,Diagonal Mar i el Front Marítim del Poblenou,2.217908,41.405822,August,6-10,12-15h,Tuesday,Weekday,2,0,2,1,FALSE,FALSE
2017S008561    ,Sant Martí,Diagonal Mar i el Front Marítim del Poblenou,2.217908,41.405822,October,16-20,06-09h,Wednesday,Weekday,0,0,0,2,FALSE,FALSE
2017S009139    ,Sant Martí,el Parc i la Llacuna del Poblenou,2.193389,41.40004,November,1-5,18-21h,Saturday,Weekend,3,0,3,2,FALSE,FALSE
2017S004670    ,Sant Martí,Diagonal Mar i el Front Marítim del Poblenou,2.214286,41.40257,May,26-31,21-00h,Friday,Weekday,2,0,2,2,FALSE,FALSE
2017S005668    ,Sant Martí,Diagonal Mar i el Front Marítim del Poblenou,2.201548,41.391097,June,26-31,18-21h,Thursday,Weekday,1,0,1,2,FALSE,FALSE
2017S008675    ,Sant Martí,Diagonal Mar i el Front Marítim del Poblenou,2.211126,41.401901,October,16-20,15-18h,Friday,Weekday,1,0,1,2,FALSE,FALSE
2017S010420    ,Sant Martí,Diagonal Mar i el Front Marítim del Poblenou,2.213735,41.402829,December,16-20,18-21h,Saturday,Weekend,1,0,1,2,FALSE,FALSE
2017S002461    ,Sant Martí,Diagonal Mar i el Front Marítim del Poblenou,2.213735,41.402829,March,26-31,06-09h,Tuesday,Weekday,1,0,1,2,FALSE,FALSE
2017S009070    ,Sant Martí,Diagonal Mar i el Front Marítim del Poblenou,2.21288,41.402187,November,1-5,06-09h,Friday,Weekday,1,0,1,2,FALSE,FALSE
2017S006098    ,Sant Martí,Diagonal Mar i el Front Marítim del Poblenou,2.219305,41.411328,July,11-15,12-15h,Thursday,Weekday,1,0,1,2,FALSE,FALSE
2017S004792    ,Sant Martí,el Parc i la Llacuna del Poblenou,2.190701,41.402084,May,26-31,12-15h,Wednesday,Weekday,2,0,2,2,FALSE,FALSE
2017S002477    ,Sant Martí,Diagonal Mar i el Front Marítim del Poblenou,2.214758,41.403345,March,26-31,15-18h,Tuesday,Weekday,1,0,1,2,FALSE,FALSE
2017S000327    ,Sant Martí,Diagonal Mar i el Front Marítim del Poblenou,2.217285,41.4053,January,11-15,12-15h,Friday,Weekday,3,0,3,4,FALSE,FALSE
2017S001205    ,Sant Martí,Diagonal Mar i el Front Marítim del Poblenou,2.218003,41.406044,February,11-15,18-21h,Monday,Weekday,1,0,1,2,FALSE,FALSE
2017S001333    ,Sant Martí,Diagonal Mar i el Front Marítim del Poblenou,2.21559,41.404004,February,16-20,12-15h,Friday,Weekday,4,0,4,4,FALSE,FALSE
2017S007492    ,Sant Martí,el Parc i la Llacuna del Poblenou,2.191556,41.398217,September,6-10,00-03h,Saturday,Weekend,1,0,1,2,FALSE,FALSE
2017S005303    ,Sant Martí,Diagonal Mar i el Front Marítim del Poblenou,2.211511,41.401814,June,16-20,18-21h,Saturday,Weekend,1,0,1,2,FALSE,FALSE
2017S000604    ,Sant Martí,Diagonal Mar i el Front Marítim del Poblenou,2.21028,41.405466,January,21-25,09-12h,Monday,Weekday,1,0,1,2,FALSE,FALSE
2017S000982    ,Sant Martí,Diagonal Mar i el Front Marítim del Poblenou,2.213302,41.405646,February,6-10,06-09h,Monday,Weekday,1,0,1,2,FALSE,FALSE
2017S004394    ,Ciutat Vella,el Raval,2.176656,41.374429,May,16-20,00-03h,Thursday,Weekday,3,0,3,2,FALSE,FALSE
2017S009532    ,Ciutat Vella,el Raval,2.167196,41.380288,November,16-20,18-21h,Thursday,Weekday,1,0,1,1,FALSE,FALSE
2017S005486    ,Ciutat Vella,el Raval,2.170537,41.375415,June,21-25,00-03h,Friday,Weekday,1,0,1,1,FALSE,FALSE
2017S005824    ,Ciutat Vella,el Raval,2.176835,41.375294,July,1-5,18-21h,Tuesday,Weekday,1,0,1,1,FALSE,FALSE
2017S003530    ,Ciutat Vella,el Raval,2.173452,41.375058,April,16-20,15-18h,Thursday,Weekday,0,0,0,2,FALSE,FALSE
2017S010224    ,Ciutat Vella,el Raval,2.176292,41.372365,December,6-10,00-03h,Sunday,Weekend,1,0,1,2,FALSE,FALSE
2017S004690    ,Ciutat Vella,el Raval,2.176311,41.374766,May,26-31,15-18h,Saturday,Weekend,1,0,1,1,FALSE,FALSE
2017S008950    ,Ciutat Vella,el Raval,2.177624,41.374301,October,26-31,21-00h,Sunday,Weekend,0,0,0,1,FALSE,FALSE
2017S006138    ,Sant Martí,la Vila Olímpica del Poblenou,2.197259,41.393964,July,11-15,09-12h,Friday,Weekday,1,0,1,2,FALSE,FALSE
2017S006412    ,Sant Martí,la Vila Olímpica del Poblenou,2.201007,41.38794,July,21-25,15-18h,Saturday,Weekend,1,0,1,1,FALSE,FALSE
2017S010159    ,Sant Martí,la Vila Olímpica del Poblenou,2.194805,41.387167,December,1-5,15-18h,Tuesday,Weekday,1,0,1,1,FALSE,FALSE
2017S009541    ,Sant Martí,la Vila Olímpica del Poblenou,2.201603,41.391059,November,16-20,00-03h,Friday,Weekday,0,0,0,1,FALSE,FALSE
2017S004456    ,Sant Martí,la Vila Olímpica del Poblenou,2.199842,41.390438,May,16-20,21-00h,Friday,Weekday,2,0,2,2,FALSE,FALSE
2017S006063    ,Sant Martí,la Vila Olímpica del Poblenou,2.197996,41.389281,July,11-15,06-09h,Wednesday,Weekday,1,0,1,2,FALSE,FALSE
2017S007315    ,Sant Martí,la Vila Olímpica del Poblenou,2.194517,41.389066,September,1-5,12-15h,Friday,Weekday,1,0,1,1,FALSE,FALSE
2017S010684    ,Sant Martí,la Vila Olímpica del Poblenou,2.197392,41.388013,December,26-31,03-06h,Wednesday,Weekday,1,0,1,5,FALSE,FALSE
2017S005596    ,Sant Martí,la Vila Olímpica del Poblenou,2.195947,41.388026,June,26-31,21-00h,Monday,Weekday,1,0,1,2,FALSE,FALSE
2017S008470    ,Sant Martí,la Vila Olímpica del Poblenou,2.189985,41.39035,October,11-15,12-15h,Saturday,Weekend,0,0,0,6,FALSE,FALSE
